,registration number,name,established date,country,number of employs,purpose,phone number,email
694,de9e1b21-3ff1-442b-908a-08ad48375845,Investors Group Inc.,1987-01-01,Canada,41,,253-873-4022,headquarters@investorsgroupinc.org
695,d3ab48b3-f498-4610-9920-8dc59c372e9a,Rhodia,1975-10-14,France,48,,696-622-0629,sales@rhodia.org
696,28dfc60d-fa15-4e12-bce9-8262377c4ebe,QLT Inc.,1964-05-01,Canada,50,,706-406-9569,reach@qltinc.org
697,c93fd5ed-7f76-446e-8cde-ada77b3b0f8d,Globetech Ventures Corp.,1968-03-24,Canada,45,,304-264-5354,enquiries@globetechventurescorp.org
698,f8a1e5a9-b3c0-4903-a29e-2d4b303f85ec,LogicalOptions International Inc.,1981-04-02,Canada,34,,506-366-3690,enquiries@logicaloptionsinternationalinc.org
699,70d7f0ad-5ca3-42af-bde2-f134296cca6c,International Briquettes Holding,1987-11-19,Cayman Islands,22,,250-799-6648,sales@internationalbriquettesholding.org
700,1b285f88-432e-4a01-ab84-87fdda74cc40,Balaton Power Inc.,1966-02-21,Canada,36,,301-090-4107,reach@balatonpowerinc.org
701,2c90bffa-1e9a-47e2-a92c-033e4ca8f859,GlaxoSmithKline plc,1973-06-18,United Kingdom,18,,672-366-5339,contact@glaxosmithklineplc.org
702,87bd32fa-1285-497c-88e7-7223b272c37d,BVR Technologies Ltd.,1996-08-04,Israel,36,,723-680-5248,reach@bvrtechnologiesltd.org
703,109e186a-1f27-4316-9219-0ce67bf10277,Loewen Group Inc.,1986-08-06,Canada,26,,890-813-6341,enquiries@loewengroupinc.org
704,5c49b1ad-88e0-4dba-91cd-fad057114f3a,Visible Genetics Inc.,1995-05-15,Canada,49,,248-437-4967,marketing@visiblegeneticsinc.org
705,6199e7c3-bf14-403b-811d-f405433632ac,P.T. Telekomunikasi Indonesia Tbk,1981-09-28,Indonesia,26,,570-133-2689,marketing@pttelekomunikasiindonesiatbk.org
706,e7347384-b00b-40d4-9315-825489288b78,Unibanco Holdings S.A.,1991-01-19,Brazil,13,,995-069-6143,marketing@unibancoholdingssa.org
707,0b977a10-7100-4665-b322-002639891574,Samex Mining Corp.,1969-06-26,Canada,39,,315-357-2869,headquarters@samexminingcorp.org
708,8a228dcb-5ef8-4cf4-99db-4c4b5f1ea092,Genesys S.A.,1977-04-22,France,17,,618-113-6147,sales@genesyssa.org
709,7af0b2a7-5203-4f05-a0e6-afb986a924c1,Luxfer Holdings plc,1995-01-03,United Kingdom,37,,998-234-9480,reach@luxferholdingsplc.org
710,0f4ecdd5-2c6a-4e8a-91ab-96a1831927f3,Omninet International Ltd.,1982-04-29,Bermuda,17,,403-082-7810,reach@omninetinternationalltd.org
711,54493819-859e-449c-b5db-94beabdf498e,Brascan Corp.,1966-05-19,Canada,15,,288-828-8403,enquiries@brascancorp.org
712,8654feb3-6251-4e6f-a32b-a03ef1b20a0c,Quebecor Inc.,1978-09-11,Canada,46,,433-695-0251,reach@quebecorinc.org
713,2fdbfae5-fd15-4b93-a259-8d51867ee718,Golden Star Resources Ltd.,1960-05-13,Canada,45,,397-284-9252,marketing@goldenstarresourcesltd.org
714,c49f2d43-32ad-4170-bd6c-10c00a68550c,Modern Times Group MTG AB,1970-02-19,Sweden,25,,374-547-7227,sales@moderntimesgroupmtgab.org
715,5b18ea7c-0bee-4a48-87b2-174020f61cd5,Incam AG,1976-06-25,Germany,36,,737-724-2179,info@incamag.org
716,155434ec-ddbd-4527-b7b0-a2fc838b49f1,Benguet,1991-02-27,Philippines,41,,450-182-5645,contact@benguet.org
717,3ff7f66e-5497-4bea-a796-5ef4790db890,Wipro Ltd.,1992-10-04,India,34,,225-642-0198,enquiries@wiproltd.org
718,09412b26-2284-4c6d-b51a-73d2d7a36206,Companhia Siderurgica Nacional,1963-03-11,Brazil,5,,265-169-6755,reach@companhiasiderurgicanacional.org
719,c23f33c8-52d3-41bc-8c9a-3a4192ffc582,Cameco Co.,1982-05-28,Canada,48,,787-238-9646,marketing@camecoco.org
720,8fb272f9-4082-40ee-ab54-2821469f87a2,Jinpan International Ltd.,1974-02-11,British Virgin Islands,22,,413-301-5325,info@jinpaninternationalltd.org
721,33d00d12-d00c-4a3a-a66f-08f033ac381d,Radware Ltd.,1992-07-01,Israel,17,,247-212-2039,info@radwareltd.org
722,337e67a8-e6da-4126-9139-b729254cc7f7,TLC The Laser Center Inc.,1981-01-04,Canada,32,,580-023-4476,info@tlcthelasercenterinc.org
723,001881c4-0d93-4eb9-a96e-427b60669ccc,Stolt Nielsen S.A.,1985-04-14,Luxembourg,39,,501-826-4925,sales@stoltnielsensa.org
724,7fc09b36-0da5-4d9e-b3d3-f96266ac992b,Telemig Celular Participacoes S.A.,1974-02-18,Brazil,48,,773-415-2468,reach@telemigcelularparticipacoessa.org
725,9d3b9bbb-0cc4-4be4-8214-04d3db9910eb,Top Image Systems Ltd.,1961-08-30,Israel,24,,202-296-6766,contact@topimagesystemsltd.org
726,83a96349-7f8c-46f7-be03-422557ac1762,"Grupo Aeroportuario del Sureste, S.A. de C.V.",1992-09-20,Mexico,30,,477-874-7683,sales@grupoaeroportuariodelsurestesadecv.org
727,337ad025-3969-422f-9f59-df6780ac7ebd,Apiva.com Web Corp.,1969-05-12,Canada,47,,715-170-3684,reach@apivacomwebcorp.org
728,6a5127ee-541d-47a6-9170-abb17a915f3b,ATI Technologies Inc.,1963-09-27,Canada,34,,233-478-0074,marketing@atitechnologiesinc.org
729,6b4f15d0-b7f3-467b-8a94-4132145d9457,UTi Worldwide Inc.,1991-02-25,British Virgin Islands,6,,756-282-5552,info@utiworldwideinc.org
730,08b46d85-8872-4574-b300-7d533ec2c207,Star Resources Corp.,1996-06-13,Canada,31,,918-642-0538,marketing@starresourcescorp.org
731,4ced0f90-5ea0-46eb-844d-5b637e5f0bcb,Mirtronics Inc.,1972-04-02,Canada,29,,948-566-3259,sales@mirtronicsinc.org
732,9a2dbc26-87f1-4706-9e1e-628e7ed3535f,Datalex plc,1994-02-15,Ireland,30,,325-668-9071,reach@datalexplc.org
733,f9a4d0c5-950b-4e52-b82f-0f4652b48ad2,Trenche Electric S.A.,1970-09-10,France,10,,155-784-5862,reach@trencheelectricsa.org
734,b42bebbb-8816-43d6-8bbe-6bcc14503e75,Corus Group plc,1993-09-29,United Kingdom,17,,475-550-4773,sales@corusgroupplc.org
735,e999d726-d2f3-45e3-bf4c-55a7b0a6d53b,Paperboard Industries International Corp.,1967-11-05,Canada,36,,212-759-1382,headquarters@paperboardindustriesinternationalcorp.org
736,11f07f07-a2ff-44d3-8f53-7db241b93077,DSG International Ltd.,1966-11-10,British Virgin Islands,22,,135-440-6578,enquiries@dsginternationalltd.org
737,acb0c3be-ced3-4b63-8c37-4d45083481c4,Silverline Technologies Ltd.,1980-01-29,India,43,,388-462-3337,sales@silverlinetechnologiesltd.org
738,fd2ff551-9219-445f-a26e-6fb14ed89907,Gulf Indonesia Resources Ltd.,1988-01-21,Canada,16,,779-887-0979,sales@gulfindonesiaresourcesltd.org
739,fed2f5c0-c815-494f-840a-dec2d12890ec,Buenos Aires Embotelladora S.A.-BAESA,1993-05-30,Argentina,39,,339-718-6936,headquarters@buenosairesembotelladorasabaesa.org
740,2b769622-ac9b-4701-941f-fd3905973b7b,Credit Suisse Group,1970-09-03,Switzerland,5,,489-699-1731,contact@creditsuissegroup.org
741,6912b131-7812-4c2d-aab2-2f88b921b286,Buhrmann N.V.,1992-04-11,Netherlands,8,,524-219-7180,reach@buhrmannnv.org
742,e19cfa9e-53c0-4798-aa1f-0c4cfe14cb38,Macronix International Co.,1979-05-20,Taiwan,33,,512-145-7832,hr@macronixinternationalco.org
743,22e6c1fb-a1de-4b89-a603-7cea916f37a8,Orange plc,1987-03-03,United Kingdom,21,,891-097-2682,hr@orangeplc.org
744,cac4444e-1454-4c59-a0db-12ebfc71e081,California Exploration Ltd.,1984-11-29,Canada,34,,557-644-2365,info@californiaexplorationltd.org
745,d3007f6e-13e5-4807-ab8f-9a871ed4e423,TPG N.V.,1975-05-24,Netherlands,28,,722-661-5410,contact@tpgnv.org
746,38340464-234b-4027-a420-fa3f185e2685,Olympic Resources Ltd.,1965-06-19,Canada,25,,256-196-8778,hr@olympicresourcesltd.org
747,76b66863-9cc2-4c6b-b4f6-039a28ce8189,Mayne Nickless Ltd.,1967-01-24,Australia,22,,337-604-8291,reach@maynenicklessltd.org
748,7fac6622-21fc-42b5-a192-1bbc59143976,Battery Technologies Inc.,1984-03-19,Canada,20,,330-717-8757,hr@batterytechnologiesinc.org
749,5a1cc8aa-8001-4bc3-bf82-30e16d4607ea,Polska Telefonia Cyfrowa Sp Z o o.,1990-06-10,Poland,5,,824-384-4757,reach@polskatelefoniacyfrowaspzoo.org
750,8df21297-45d7-40ad-b251-033f75cc66fe,Chinadotcom Corp.,1972-10-03,Cayman Islands,33,,441-451-1076,reach@chinadotcomcorp.org
751,4efd781b-9d02-4457-a83b-a76626d1946f,Campbell Resources Inc.,1968-02-19,Canada,48,,740-302-0339,marketing@campbellresourcesinc.org
752,606c33b1-df99-40d0-8b29-541902e65342,Statoil ASA,1993-11-15,Norway,12,,702-672-3798,reach@statoilasa.org
753,907092d0-789a-4730-a23d-e1135f1a6db2,Enel S.p.A.,1960-11-10,Italy,27,,729-268-8712,hr@enelspa.org
754,51230234-c8e5-4e4b-937a-bba42eb2d322,Alto Palermo S.A.,1984-09-07,Argentina,29,,836-429-8929,enquiries@altopalermosa.org
755,c23f33c8-52d3-41bc-8c9a-3a4192ffc582,Cameco Co.,1975-01-21,Canada,11,,787-238-9646,enquiries@camecoco.org
756,71402557-03bb-43dd-8926-72ada3935f6b,Rio Algom Ltd.,1970-06-05,Canada,30,,356-241-1284,reach@rioalgomltd.org
757,8f5755b2-d6c1-45c7-85f9-426bb66154e2,Compania de Telecomunicaciones de Chile S.A.,1972-06-08,Chile,26,,945-390-2676,reach@companiadetelecomunicacionesdechilesa.org
758,7ab4d24a-3e34-47ec-842a-6a4916fd1d36,Gala Group Holdings plc,1983-05-14,United Kingdom,5,,507-014-7844,hr@galagroupholdingsplc.org
759,c3cfdc0e-2c0f-4d9c-8142-8acf1f1811d3,Messer Griesheim Holding AG,1963-10-04,Germany,6,,115-297-0324,sales@messergriesheimholdingag.org
760,8099f767-8d55-4250-9358-ca7ae56973a0,Nortel Networks Corp.,1962-12-16,Canada,19,,464-332-0116,sales@nortelnetworkscorp.org
761,a2140228-8b16-4010-86f7-c70bbc0f40e0,Banco de A. Edwards,1977-01-24,Chile,46,,341-731-6019,contact@bancodeaedwards.org
762,19b5daff-b29b-48aa-adb4-9a72ac254bd1,Tubos de Acero de Mexico S.A.,1975-04-08,Mexico,35,,749-269-7910,headquarters@tubosdeacerodemexicosa.org
763,0073fb20-0b66-4adb-9c6b-09edcf0f16e3,Pro-Market Global plc,1975-01-12,United Kingdom,37,,302-767-3326,enquiries@promarketglobalplc.org
764,b36096bc-bf33-4317-aba6-c8a83e1c9c43,Minefinders Corp. Ltd.,1970-03-23,Canada,38,,893-238-1839,enquiries@minefinderscorpltd.org
765,b6289ccb-dfec-4bb2-90d7-02dbdef545b7,Trimark Oil & Gas Ltd.,1976-01-09,Canada,14,,415-093-5773,enquiries@trimarkoilgasltd.org
766,c82e11b4-6967-425a-b9e9-881d78b503be,Silent Witness Enterprises Inc.,1986-04-23,Canada,36,,147-136-8006,hr@silentwitnessenterprisesinc.org
767,e2d67efb-023b-4c4b-a047-0b9be6581a90,National Australia Bank Ltd.,1993-09-12,Australia,45,,121-164-8337,headquarters@nationalaustraliabankltd.org
768,2ebbb1ed-3898-457d-bab5-092c4e0feaeb,Allianz Aktiengesellschaft,1985-02-12,Germany,26,,268-642-6332,contact@allianzaktiengesellschaft.org
769,98c5f319-fcc5-4e7d-972c-8e0de019fd6d,Aspen Group Resources Corp.,1968-03-18,Canada,8,,524-290-9606,contact@aspengroupresourcescorp.org
770,f719a878-8acf-4a0c-8838-470226d30352,Yanzhou Coal Mining Co. Ltd.,1985-09-07,China,8,,281-776-0395,reach@yanzhoucoalminingcoltd.org
771,0c047812-d572-4171-bbbd-3b14a2269db4,World Heart Corp.,1993-04-05,Canada,18,,750-494-2429,contact@worldheartcorp.org
772,2778e65a-55a2-4d44-8c36-4353815fa1f2,Gilat Satellite Networks Ltd.,1983-12-16,Israel,42,,525-476-0025,marketing@gilatsatellitenetworksltd.org
773,2a774cb9-4839-4bdf-a180-6b55e5b11223,Cabletel Communications Corp.,1973-04-08,Canada,17,,549-580-7551,reach@cabletelcommunicationscorp.org
774,eedd4bf3-fa37-4f24-b1ed-312ac1c781eb,Polymet Mining Corp.,1971-09-25,Canada,27,,131-029-6059,marketing@polymetminingcorp.org
775,f6809789-4945-4de5-8849-46dfcfe81c7e,Breakwater Resources Ltd.,1988-04-06,Canada,11,,345-380-3935,hr@breakwaterresourcesltd.org
776,d89c1611-1844-4b70-a128-10d9f898f67b,Telekom Austria,1988-05-03,Austria,23,,825-615-1225,contact@telekomaustria.org
777,c1a3ecda-8409-40a8-aa76-eb4e88713da5,Professional Staff plc,1963-08-12,United Kingdom,18,,881-193-3695,sales@professionalstaffplc.org
778,a910b0c4-7ba4-4558-a775-78cc069d0daa,Secureview Systems Inc.,1972-08-08,Canada,15,,535-577-3906,sales@secureviewsystemsinc.org
779,6956b86c-e9f1-42ed-a267-7340e8ac6c3c,LML Payment Systems Inc.,1961-10-24,Canada,30,,879-864-3502,hr@lmlpaymentsystemsinc.org
780,99517f1b-958c-4f71-ada8-ee30a5bf214f,Usinor Sacilor,1976-02-25,France,35,,596-691-8365,enquiries@usinorsacilor.org
781,77799089-38d8-4e53-ace9-cfc9b546e489,Rio Narcea Gold Mines Ltd.,1971-02-11,Canada,28,,521-531-3625,info@rionarceagoldminesltd.org
782,43093343-7ce5-4036-b3a1-dd433647f001,Camflo Resources Ltd.,1979-07-01,Canada,33,,709-858-1303,headquarters@camfloresourcesltd.org
783,51da9fac-e508-4d0b-8ef0-a03728b9c241,Shell Canada Ltd.,1974-07-29,Canada,37,,137-426-3458,info@shellcanadaltd.org
784,4668e2f1-4a63-416e-a4ed-e298e93fd31d,Getgo Mail.com Ltd.,1996-07-14,British Virgin Islands,6,,340-380-5450,hr@getgomailcomltd.org
785,44712003-7b66-4dc4-9b1f-5eef5208ff6b,"Grupo Azucarero, S.A. de C.V.",1966-06-25,Mexico,33,,980-395-8486,hr@grupoazucarerosadecv.org
786,29019f65-6634-4801-9a33-73981db6dc35,Triant Technologies Inc.,1989-06-19,Canada,45,,553-300-4075,hr@trianttechnologiesinc.org
787,bd335121-61ae-4450-8b03-ffd2611acd92,Advance Agro Public Co. Ltd.,1993-11-16,Thailand,40,,272-637-8533,headquarters@advanceagropubliccoltd.org
788,7f47914d-710a-44ab-a08c-b2f37bf35e1d,CalciTech Ltd.,1977-10-19,Canada,9,,954-277-9169,info@calcitechltd.org
789,140b75c0-0910-4639-af86-8d06a9776875,Silverado Gold Mines Ltd.,1963-06-15,Canada,20,,127-009-0861,reach@silveradogoldminesltd.org
790,157e6de4-7c85-4f3d-8c9e-c5b0380598bf,Pfeiffer Vacuum Technology AG,1976-10-28,Germany,21,,309-584-0808,enquiries@pfeiffervacuumtechnologyag.org
791,171a6094-b622-43fd-a59c-0dd4662090f9,Colt Telecom Group plc,1991-02-28,United Kingdom,28,,671-181-1536,headquarters@colttelecomgroupplc.org
792,b121db25-2cbd-4642-89ad-1b50bfed7c2f,"New China Homes, Ltd.",1980-09-12,Cayman Islands,21,,332-539-4457,contact@newchinahomesltd.org
793,164f5888-fad0-4347-bd1c-384cb5052ab6,Mitsui & Company Ltd.,1964-08-22,Japan,50,,727-858-8574,contact@mitsuicompanyltd.org
794,027b123d-517c-42a1-893a-f1eaf3e42a8c,Techsite Strategies Corp.,1983-07-03,Canada,39,,496-719-0082,sales@techsitestrategiescorp.org
795,e969c775-2cc9-4dab-bbcc-b5694d2638d0,Frisco Bay Industries Ltd.,1973-08-07,Canada,16,,850-065-0358,reach@friscobayindustriesltd.org
796,51da9fac-e508-4d0b-8ef0-a03728b9c241,Shell Canada Ltd.,1961-09-29,Canada,37,,137-426-3458,marketing@shellcanadaltd.org
797,c2d5c5b5-f7ea-49b3-8915-6226f13213e1,WorldWide Technologies Inc.,1966-06-02,Canada,26,,337-295-0611,hr@worldwidetechnologiesinc.org
798,9a2dbc26-87f1-4706-9e1e-628e7ed3535f,Datalex plc,1987-09-15,Ireland,10,,325-668-9071,sales@datalexplc.org
799,6b0587c9-09f7-42c6-9568-5656a8ffbf6c,IGN Internet Global Network Inc.,1996-03-13,Canada,21,,333-635-1783,contact@igninternetglobalnetworkinc.org
800,092825b8-4983-44ea-93c2-90c48660a7f1,ASAT Holdings Ltd.,1961-07-24,Cayman Islands,31,,322-428-6109,contact@asatholdingsltd.org
801,51931a38-932d-4f3e-937f-c99283b2a74a,Crew Development Corp.,1992-12-11,Canada,28,,475-348-6673,enquiries@crewdevelopmentcorp.org
802,f719a878-8acf-4a0c-8838-470226d30352,Yanzhou Coal Mining Co. Ltd.,1994-10-24,China,30,,281-776-0395,sales@yanzhoucoalminingcoltd.org
803,97601fe7-5f02-4670-a610-0b445bc00bd4,Telefonica S.A.,1991-09-02,Spain,12,,905-772-6898,headquarters@telefonicasa.org
804,5f5c9566-80cb-44bd-a88d-d999b70fb921,Jefferson Smurfit plc,1972-11-23,Ireland,26,,432-670-6386,info@jeffersonsmurfitplc.org
805,aa0b3155-d1c5-4c28-aad7-df5332577be9,Manhattan Minerals Corp.,1989-04-15,Canada,24,,397-568-3887,reach@manhattanmineralscorp.org
806,7a9d538b-2753-4b9e-9a49-3a001e6b4278,Embratel Participacoes S.A.,1975-12-13,Brazil,26,,174-130-6116,sales@embratelparticipacoessa.org
807,97e55e04-546c-4eea-8e49-cf9cf60e0515,Consolidated Trillion Resources Ltd.,1980-11-23,Canada,15,,363-581-1446,sales@consolidatedtrillionresourcesltd.org
808,02d94063-4724-48df-abab-7f9c7922e14d,LJ International Ltd.,1980-08-30,British Virgin Islands,36,,812-002-2562,sales@ljinternationalltd.org
809,73b0a776-4c54-40a3-8caf-396862ceff87,Portrush Petroleum Corp.,1993-02-12,Canada,32,,796-317-2440,hr@portrushpetroleumcorp.org
810,8ba3ef2e-b35d-492b-bb7f-2a284df45142,Fresenius Medical Care AG,1985-04-03,Germany,40,,242-509-4404,marketing@freseniusmedicalcareag.org
811,6eddc209-1a17-45cd-80a6-c3f5f7aeb8f1,Tomkins plc,1976-08-01,United Kingdom,32,,627-446-1264,contact@tomkinsplc.org
812,9d11b518-c362-4818-a51f-5bab5b8dc093,Matav Cable Systems Media Ltd.,1980-11-16,Israel,42,,129-369-8560,headquarters@matavcablesystemsmedialtd.org
813,042e771a-d1c5-4a88-a7b4-7426da0d61cb,MTR Corp.,1994-01-01,Hong Kong,37,,143-879-7686,enquiries@mtrcorp.org
814,5d53d209-3767-472e-baf9-f67c7dfdb1b2,China Convergent Corp. Ltd.,1981-06-24,Bermuda,40,,830-434-8286,enquiries@chinaconvergentcorpltd.org
815,bd5878c4-cc5c-4311-bcd4-6397cbcd0a4d,Industriforvaltnings AB Kinnevik,1988-05-11,Sweden,10,,449-662-4512,contact@industriforvaltningsabkinnevik.org
816,a96b8916-9e57-4deb-baf3-7e157c2e4321,Lanoptics Ltd.,1964-01-28,Israel,25,,219-690-1017,headquarters@lanopticsltd.org
817,269f4e65-b507-4e90-ac9a-5379f20a291c,Tramford International Ltd.,1967-05-09,British Virgin Islands,6,,905-405-4421,sales@tramfordinternationalltd.org
818,b1922a4e-ca7b-4bab-addf-5c6896eb95b8,Pohang Iron & Steel Co. Ltd.,1975-06-13,Korea,47,,319-816-2694,sales@pohangironsteelcoltd.org
819,12d43bac-9437-4cec-82ae-e615706ff9c2,Dectron Internationale Inc.,1989-07-17,Canada,38,,757-721-3878,headquarters@dectroninternationaleinc.org
820,4f9eb21a-d2cf-45cc-adcb-92c872746c1a,GSI Lumonics Inc.,1993-12-25,Canada,7,,956-376-4028,hr@gsilumonicsinc.org
821,c8606cf7-7aa8-41e1-aaac-0219e26d806b,Bell Canada,1987-12-26,Canada,35,,699-162-6340,headquarters@bellcanada.org
822,ca888255-a84a-4721-a9d8-ae1c3775d375,"Portugal Telecom, SGPS, S.A.",1964-04-08,Portugal,19,,222-297-0095,marketing@portugaltelecomsgpssa.org
823,871dfd29-9e3f-4c98-87dc-79dc7e2b4189,Latin American Export Bank,1979-05-04,Panama,48,,965-399-7516,marketing@latinamericanexportbank.org
824,afbd05ba-b5bc-48ef-ad2e-7483507daacf,CanWest Global Communications Co.,1978-09-15,Canada,41,,554-596-3292,enquiries@canwestglobalcommunicationsco.org
825,24efece6-bda7-4cf8-a077-6b84560dbd9f,Xenova Group plc,1974-06-15,United Kingdom,23,,932-236-5650,reach@xenovagroupplc.org
826,024235cc-f622-4b93-bd89-2d1c8432bcb7,Republic Goldfields Inc.,1994-01-23,Canada,50,,835-167-8450,marketing@republicgoldfieldsinc.org
827,6fda9c75-1d7e-4944-badb-952c60e4d329,Gee-Ten Ventures Inc.,1968-03-19,Canada,46,,592-751-7514,marketing@geetenventuresinc.org
828,5a70140f-cf99-407c-a0ec-baf21eba3c93,Intrawest Corp.,1993-01-01,Canada,47,,527-369-9535,sales@intrawestcorp.org
829,82656a8b-70df-44f4-babc-8885e4430c30,Fletcher Challenge Forests Ltd.,1996-10-25,New Zealand,25,,197-299-1479,contact@fletcherchallengeforestsltd.org
830,a3d7bdec-f104-4f5f-9951-0a332bc311ea,Alfa Laval Special Finance AB,1968-04-09,Sweden,8,,116-588-5861,contact@alfalavalspecialfinanceab.org
831,54e17c52-9309-420e-b6e2-c5346dd323ac,Aventis,1984-04-07,France,15,,967-246-0071,info@aventis.org
832,bd315be3-24c2-4e2f-a614-bb76d2e692a0,Cedara Software Corp.,1991-06-27,Canada,13,,310-128-1030,enquiries@cedarasoftwarecorp.org
833,4a0bf691-9ace-41c3-8e25-774b19bfa17c,Toyota Motor Corp.,1993-06-06,Japan,11,,131-180-9459,hr@toyotamotorcorp.org
834,fffce856-2442-43cd-9583-edb5db20b918,EDP - Electricidade de Portugal S.A.,1995-02-04,Portugal,42,,705-450-5508,reach@edpelectricidadedeportugalsa.org
835,e60c8705-6daf-49d0-b15a-3144e827ebad,Emco Ltd.,1968-11-14,Canada,12,,318-499-2054,headquarters@emcoltd.org
836,3b8e4d39-afbc-4a04-90d0-4e29e3d3c3fc,Plaintree Systems Ltd.,1966-08-19,Canada,36,,848-134-1292,enquiries@plaintreesystemsltd.org
837,455c753b-fba8-43c7-a68c-f29cdeeecb80,Asia Pacific Resources International Ltd.,1984-09-22,Bermuda,21,,518-315-1482,sales@asiapacificresourcesinternationalltd.org
838,2dd82e46-ab1d-474a-8608-90a58d416b0e,Aerco Ltd.,1980-08-03,United Kingdom,26,,926-308-2080,hr@aercoltd.org
839,5b9678b6-7f2d-4e83-8657-a2b93dade70b,Dr. Reddy's Laboratories Ltd.,1984-03-14,India,47,,264-186-5157,headquarters@drreddyslaboratoriesltd.org
840,eea1ed35-2a30-40ba-82f2-7cca0b47c832,Asiacontent.com Ltd.,1983-02-16,British Virgin Islands,26,,147-622-1220,enquiries@asiacontentcomltd.org
841,3b6290f0-874d-48d2-b3cf-5b626f838cfe,Unibail,1967-03-12,France,15,,825-727-4238,contact@unibail.org
842,7a59908b-4761-44f5-b940-dfed94349784,Ariel Resources Ltd.,1992-02-01,Canada,33,,271-780-7806,marketing@arielresourcesltd.org
843,46b7e082-2e50-408e-a1d5-45bdec49354e,Supermercados Unimarc S.A.,1973-10-20,Chile,18,,590-846-1578,marketing@supermercadosunimarcsa.org
844,4c4a0b36-6e59-4d5b-8bf6-92cbe15b1db4,Dealcheck.com Inc.,1981-02-12,Canada,16,,269-492-7014,headquarters@dealcheckcominc.org
845,d348d8a1-fb13-4e0f-8fd8-d07ba826cf66,Active Assets & Associates Inc.,1978-05-08,Canada,33,,644-077-6099,contact@activeassetsassociatesinc.org
846,d2a9ad94-52b8-4a5e-b3ca-afb20b8d3ae3,Cable and Wireless plc,1992-01-19,United Kingdom,46,,510-651-0248,headquarters@cableandwirelessplc.org
847,2c5565cb-90dc-4454-8bf0-8ce6126dd2ff,Consolidated Envirowaste Industries Inc.,1970-07-04,Canada,35,,167-436-6690,contact@consolidatedenvirowasteindustriesinc.org
848,2894659a-22e8-4abc-a9d9-dc3a947d3d9d,Trans-Orient Petroleum Inc.,1971-06-04,Canada,29,,568-002-6837,info@transorientpetroleuminc.org
849,f6b3be10-cb90-4032-a251-ac21dfe3cfce,Fletcher Building Ltd.,1974-09-19,New Zealand,12,,968-034-9576,enquiries@fletcherbuildingltd.org
850,cd7b014b-2906-4e3b-88a9-6263c5588ce0,Aracruz Celulose S.A.,1984-02-24,Brazil,28,,936-398-0992,reach@aracruzcelulosesa.org
851,d4324abd-f63e-439f-8b24-9197bacc2e0c,"Imperial Ginseng Products, Ltd.",1978-03-18,Canada,47,,973-537-1390,reach@imperialginsengproductsltd.org
852,28dfc60d-fa15-4e12-bce9-8262377c4ebe,QLT Inc.,1977-05-11,Canada,13,,706-406-9569,info@qltinc.org
853,7b422d8b-51e4-4b4d-a8d7-7752ddc9cacd,Talisman Enterprise Inc.,1983-08-17,Canada,9,,681-542-7705,enquiries@talismanenterpriseinc.org
854,7453dacb-782f-44c1-b58b-d193257305b4,Energy Power Systems Ltd.,1979-04-08,Canada,22,,934-232-9655,sales@energypowersystemsltd.org
855,c7d9b0d5-eda6-48b8-bc5f-e32ccb8f365a,National Grid Group plc,1962-04-06,United Kingdom,47,,834-238-7176,hr@nationalgridgroupplc.org
856,0c3e2002-57ec-427f-adc3-de1f5cbfb5d8,Eksportfinans A/S,1996-08-21,Norway,19,,517-493-6309,marketing@eksportfinansas.org
857,a46d46ae-754b-42c6-802a-4ce0154cebab,Realax Software AG,1978-08-16,Germany,17,,798-048-8601,headquarters@realaxsoftwareag.org
858,ccd9c49f-1f5d-4223-8e5a-adcd6d71314a,Corel Corp.,1995-07-05,Canada,39,,779-002-3524,headquarters@corelcorp.org
859,2ada0a13-b5e0-49a1-a54b-1173b426ad59,Optimal Robotics Corp.,1972-01-14,Canada,21,,456-406-1814,contact@optimalroboticscorp.org
860,75865c9a-1014-4a77-9902-bcd3420035ba,Pacific Century Cyberworks Ltd.,1972-12-12,Hong Kong,39,,491-087-9340,contact@pacificcenturycyberworksltd.org
861,dd54fbe0-5ce2-4417-8bf3-4a1e68918491,"Mountain Province Diamonds, Inc.",1965-01-01,Canada,8,,631-497-7085,sales@mountainprovincediamondsinc.org
862,0cca7cbc-44af-47cc-89a9-8d772b9d5209,Zarlink Semiconductor Inc.,1983-01-31,Canada,19,,995-354-7321,sales@zarlinksemiconductorinc.org
863,f6b3be10-cb90-4032-a251-ac21dfe3cfce,Fletcher Building Ltd.,1969-06-29,New Zealand,46,,968-034-9576,marketing@fletcherbuildingltd.org
864,01288448-f224-46fa-8bf3-c08a6c67ca64,Telecom Corp of New Zealand Ltd.,1968-11-16,New Zealand,18,,437-643-5637,enquiries@telecomcorpofnewzealandltd.org
865,4ced0f90-5ea0-46eb-844d-5b637e5f0bcb,Mirtronics Inc.,1987-10-07,Canada,16,,948-566-3259,marketing@mirtronicsinc.org
866,a48c524b-1f52-4e0d-ac9c-488b5fd2fa96,A.O. Tatneft,1962-12-02,Russia,28,,596-537-4728,info@aotatneft.org
867,f6d9f529-3e4a-4df7-b215-0916485879a8,Resource Finance & Investments Ltd.,1990-04-25,Canada,36,,399-031-6623,marketing@resourcefinanceinvestmentsltd.org
868,19bec1d5-b7e7-4656-8556-a6b57c58da97,Sun Life Financial Services of Canada,1992-01-28,Canada,16,,820-474-9765,info@sunlifefinancialservicesofcanada.org
