registeration number,name,establied date,country,number of employes,purpose,phone number,email
cb222356-cfc3-45e6-a1c1-4841f4c74b0d,Rediff.com India Ltd.,2/7/1970,India,14,,305-753-6498,info@rediffcomindialtd.org
0b73e9cd-188f-49e2-8061-920fff133bca,Anthony Clark International Insurance Brokers Inc.,3/3/1992,Canada,37,,730-756-2547,info@anthonyclarkinternationalinsurancebrokersinc.org
5ad5f65a-4601-42c0-a736-c23f95881abe,China Mobile (Hong Kong) Ltd.,4/15/1984,Hong Kong,10,,836-090-8645,marketing@chinamobilehongkongltd.org
0b2c44e4-cf62-42e5-aec2-ad11e09894a0,Camflo Resources Ltd.,10/15/1969,Canada,28,,533-109-4370,reach@camfloresourcesltd.org
0175b77a-77db-4564-ad12-50619512a138,Tele Norte Leste Participacoes S.A.,10/4/1993,Brazil,26,,736-767-5068,reach@telenortelesteparticipacoessa.org
bfabf730-39db-4842-8fb3-fb913235c555,Stressgen Biotechnologies Corp.,8/29/1981,Canada,48,,663-754-4064,reach@stressgenbiotechnologiescorp.org
c6ebe897-0bba-41f7-8e4d-9641322ce334,Noranda Inc.,5/3/1973,Canada,47,,140-815-2599,info@norandainc.org
b5a4dc4f-ae3d-4c1d-8ff5-c78942f10ed0,Gee-Ten Ventures Inc.,12/10/1987,Canada,17,,578-481-3813,hr@geetenventuresinc.org
9f1ab416-f2ff-4e18-95af-6379d2547233,Telefonaktiebolaget L M Ericsson,9/28/1982,Sweden,18,,786-557-7384,enquiries@telefonaktiebolagetlmericsson.org
99df75dc-a924-4fde-9358-1ee397326503,Seat Pagine Gialle S.p.A.,4/5/1980,Italy,19,,420-023-0344,headquarters@seatpaginegiallespa.org
1720eae4-73c1-455c-ab41-084cd838468a,Thinkpath.com Inc.,9/16/1975,Canada,46,,587-073-7537,reach@thinkpathcominc.org
132c9ed8-14ce-4c74-bfbb-02c53f54cf49,IGN Internet Global Network Inc.,2/28/1973,Canada,21,,453-882-5356,reach@igninternetglobalnetworkinc.org
bbddbfb2-3053-46a0-b089-5a089547823d,Madge Networks N.V.,5/23/1969,Netherlands,20,,509-570-4352,sales@madgenetworksnv.org
abbdfed7-d51a-406f-a680-97315c3700ee,"Goldcorp, Inc.",9/16/1994,Canada,21,,946-299-7163,sales@goldcorpinc.org
7f2d17d3-13fd-4f18-a678-5805ab5fa44d,Haemacure Corp.,5/11/1990,Canada,42,,757-765-4803,reach@haemacurecorp.org
560d50af-33d4-413b-8333-538d1a06ee2f,Compania Cervecerias Unidas S.A.,3/4/1965,Chile,19,,963-012-4295,contact@companiacerveceriasunidassa.org
b8fba76c-cc8c-40ea-83d4-2ccd0f5773bb,Pivotal Corp.,2/19/1984,Canada,24,,658-737-9313,contact@pivotalcorp.org
1f9a5b34-e750-4eae-86e6-cc090700f588,Thomson Multimedia,5/1/1964,France,5,,441-187-0494,reach@thomsonmultimedia.org
dd9562c9-280e-4d00-8f20-15e1318c3e2e,Venture Pacific Development Corp.,4/23/1984,Canada,40,,598-480-9267,headquarters@venturepacificdevelopmentcorp.org
fba36fb9-2881-4023-8a8f-5179eacf9e92,Orient-Express Hotels Ltd.,7/4/1989,Bermuda,41,,185-050-3018,marketing@orientexpresshotelsltd.org
c00b973c-ebc1-4cd7-8cc9-7dd443cd123a,Mer Telemanagement Solutions Ltd.,1/2/1978,Israel,13,,762-485-8121,marketing@mertelemanagementsolutionsltd.org
2b439168-d568-4cfa-a3df-0b55cb08eba8,Marnetics Broadband Technologies Ltd.,8/1/1964,Israel,50,,915-120-9187,hr@marneticsbroadbandtechnologiesltd.org
2b7c9392-5310-4bcb-89e5-1440f2b667fe,Compagnie Generale de Geophysique,1/25/1983,France,20,,468-047-2311,enquiries@compagniegeneraledegeophysique.org
be41cc43-c721-4e4b-abee-94eef989b9e7,Chinadotcom Corp.,1/23/1992,Cayman Islands,8,,910-308-4533,info@chinadotcomcorp.org
3780e67b-8aea-403e-9fb1-6771cbd62a84,Cade Struktur Corp.,1/17/1975,Canada,50,,585-024-3628,headquarters@cadestrukturcorp.org
ce8726fd-51c8-465b-ac74-4ab5a16b19f2,Thrush Industries Inc.,4/20/1980,Canada,32,,960-711-8793,enquiries@thrushindustriesinc.org
f0997d89-c363-4005-ae52-b993d86d511e,Banco Santiago,11/19/1986,Chile,48,,217-541-2710,info@bancosantiago.org
948233dc-c122-4032-93e6-035d67885de9,Intrawest Corp.,4/18/1963,Canada,6,,748-428-9441,info@intrawestcorp.org
b61bc2ac-18b3-4d1d-a2bd-ea781aa4a3cd,ACLN Ltd.,10/30/1960,Cyprus,12,,967-413-4923,headquarters@aclnltd.org
9c03b63a-20aa-4a04-88f3-5c64036dfb1a,Filtronic plc,10/28/1971,United Kingdom,28,,465-264-5984,info@filtronicplc.org
d49bd916-a234-42c4-809c-f9e338fbb073,Globaltex Industries Inc.,5/30/1978,Canada,40,,560-007-3137,marketing@globaltexindustriesinc.org
706bae60-a570-488e-8a1f-3c03416cceec,Bracknell Corp.,6/6/1963,Canada,45,,598-240-5737,hr@bracknellcorp.org
4b154748-57ce-4721-b20f-bac2474de37f,Echo Bay Mines Ltd.,12/29/1982,Canada,28,,147-783-0867,hr@echobayminesltd.org
e9cfd823-1806-4638-91a5-887ecef368d7,"Grupo Azucarero, S.A. de C.V.",12/17/1990,Mexico,23,,185-628-1033,enquiries@grupoazucarerosadecv.org
e6236d7c-58be-40d1-914c-ec904c91cf9a,IFCO Systems N.V.,7/3/1970,Netherlands,32,,632-834-1006,sales@ifcosystemsnv.org
358aa72c-37ce-4200-accf-05b06edbe41c,Suncor Energy Inc.,11/30/1992,Canada,28,,655-146-0303,info@suncorenergyinc.org
680e471f-8c76-4864-8e6a-f56d545e7b3c,"Sierra Wireless, Inc.",12/1/1967,Canada,25,,388-313-4417,reach@sierrawirelessinc.org
040f0a90-5cba-4506-ab61-e607170de152,DynaMotive Energy Systems Corp.,10/10/1975,Canada,47,,611-343-7249,hr@dynamotiveenergysystemscorp.org
bf767842-e941-4128-a8d3-1ceec26c020e,W.P. Stewart & Co. Ltd.,1/8/1978,Bermuda,48,,584-799-1658,sales@wpstewartcoltd.org
081f0e35-80ad-4d73-8059-b5c17e8ee831,ICOS Vision Systems Corp N.V.,1/26/1991,Belgium,37,,564-194-4547,sales@icosvisionsystemscorpnv.org
4f16b91a-4b48-489f-8442-74e8e65da9ef,ST Assembly Test Services Ltd.,4/13/1965,Singapore,16,,874-086-7753,info@stassemblytestservicesltd.org
001fc951-10d8-4eac-bb34-e92e12c02c28,Coniagas Resources Ltd,2/22/1994,Canada,12,,981-149-6794,sales@coniagasresourcesltd.org
3dc75268-c465-4be1-ac31-f207a07057fb,"IRSA Inversiones y Representacions, S.A.",3/1/1982,Argentina,40,,853-252-7585,marketing@irsainversionesyrepresentacionssa.org
2928a399-4af1-4a21-bbf7-5580dbe97c61,Vitran Co. Ltd.,10/6/1968,Canada,32,,532-138-5769,enquiries@vitrancoltd.org
3ed9f32e-4121-4ce3-9479-e0ad31dfa252,Sanpaolo-IMI S.p.A.,6/7/1995,Italy,31,,108-082-6049,headquarters@sanpaoloimispa.org
25c21b65-bccd-4863-83cf-1f427d0b7253,Eltek Ltd.,12/11/1968,Israel,24,,757-219-4442,marketing@eltekltd.org
ad9b92d0-57e4-46ea-aca7-42f4a9d1d23d,Grupo Tribasa S.A. de C.V.,8/13/1964,Mexico,43,,622-793-7315,enquiries@grupotribasasadecv.org
d9de09cb-aaef-4d25-a096-8cedec27e3f8,Taiwan Semiconductor Manufacturing Co. Ltd.,4/19/1977,Taiwan,18,,993-848-4134,reach@taiwansemiconductormanufacturingcoltd.org
f506e5c3-5278-4bfc-aa3c-ee0a6c1acddd,Masisa S.A.,11/9/1980,Chile,7,,476-816-1635,enquiries@masisasa.org
7b7bcece-a2f1-459a-92fc-2c5d3f345923,Magna International Inc.,9/3/1960,Canada,48,,587-885-2444,contact@magnainternationalinc.org
eca7c4b2-eafa-404b-babc-950bb0376cfc,Call Net Enterprises Inc.,3/15/1966,Canada,47,,556-323-1123,enquiries@callnetenterprisesinc.org
881b8336-14b9-48d6-9f24-d3c31fa0e837,Gentry Resources Ltd.,12/9/1964,Canada,32,,364-268-1728,headquarters@gentryresourcesltd.org
92b0a94a-0c6b-457b-9472-15d69e85dcc0,Pacific Dunlop Ltd.,9/6/1988,Australia,39,,640-096-9693,hr@pacificdunlopltd.org
b7b73622-d592-4960-9de1-532ec4bb16b7,MDC Co.,12/6/1970,Canada,10,,454-132-9539,hr@mdcco.org
22642430-2a07-466f-9351-c2dd0b5df1a2,Huntingdon Life Sciences Group plc,2/3/1992,United Kingdom,42,,477-457-0691,marketing@huntingdonlifesciencesgroupplc.org
575fda12-33f2-4c28-88e2-179f1a16a021,Resource Finance & Investments Ltd.,5/12/1979,Canada,40,,372-329-6115,info@resourcefinanceinvestmentsltd.org
8b9b24ac-8251-4872-9eca-e90452d4489b,EDP - Electricidade de Portugal S.A.,4/30/1973,Portugal,13,,228-250-9312,marketing@edpelectricidadedeportugalsa.org
2fe193a2-9cac-4796-9551-f7451f0e73ee,Rank Group plc,2/18/1962,United Kingdom,47,,231-170-3226,reach@rankgroupplc.org
bc7e1dbf-669f-4705-8acb-f5a691bb37b7,Swedish Match AB,12/9/1979,Sweden,43,,500-389-0298,sales@swedishmatchab.org
f4c0dc54-7d5a-4f78-9d52-2766b3256b9b,SmarTire Systems Inc.,2/5/1996,Canada,13,,972-267-3733,enquiries@smartiresystemsinc.org
057e514e-5a21-4096-9c66-a60d0911b4f9,PDVSA Finance Ltd.,3/14/1962,Cayman Islands,44,,103-872-3615,sales@pdvsafinanceltd.org
bbddbfb2-3053-46a0-b089-5a089547823d,Madge Networks N.V.,7/5/1967,Netherlands,49,,509-570-4352,info@madgenetworksnv.org
59d8c032-2922-4a0c-992e-daf488d0d6f6,BCI Telecom Holding Inc.,3/23/1975,Canada,25,,317-205-9258,info@bcitelecomholdinginc.org
b8d1c914-e270-4a04-a33f-591e08b6f970,Scitex Corp. Ltd.,11/16/1986,Israel,36,,428-825-3117,hr@scitexcorpltd.org
09020c51-0eb0-4f4a-91a8-aa56308f63d1,"Vasogen, Inc.",5/16/1982,Canada,7,,770-680-1185,marketing@vasogeninc.org
dba31f4a-fbda-4346-8185-a9718b198faa,Stargate Entertainment Inc.,1/19/1977,Canada,7,,134-211-5115,enquiries@stargateentertainmentinc.org
56ca49c6-2be6-436b-be4a-565713b7ef41,Fairfield Minerals Ltd.,5/11/1961,Canada,27,,737-309-7230,headquarters@fairfieldmineralsltd.org
345544f9-bbea-4ff6-a738-de46f4da4701,Brascan Corp.,1/6/1982,Canada,41,,472-199-3316,contact@brascancorp.org
f4ef0086-ec64-4531-9a7b-20a26680ea42,Petro-Canada,5/15/1981,Canada,32,,507-219-0964,reach@petrocanada.org
3bb57501-4ef9-479f-9e3d-2dac7c920e39,Etruscan Resources Inc.,2/18/1970,Canada,47,,160-009-9526,enquiries@etruscanresourcesinc.org
1a5ff6e5-69d0-4877-bbea-c3e84389d0a2,Bema Gold Corp.,8/20/1976,Canada,47,,646-677-0798,marketing@bemagoldcorp.org
ac274db0-5709-490d-a613-1e9defe48f7a,Investors Group Inc.,7/9/1983,Canada,45,,279-555-8616,hr@investorsgroupinc.org
b01203b2-e418-481a-a36e-77240bd7701d,Cenes Pharmaceuticals plc,9/26/1973,United Kingdom,48,,349-404-1472,reach@cenespharmaceuticalsplc.org
f7c0f3bb-7cbe-4ae8-b1e5-a938c28eb641,International Hi Tech Industries Inc.,4/27/1967,Canada,38,,323-085-3348,headquarters@internationalhitechindustriesinc.org
2ab5525c-d463-4cb5-a29d-6ce5d912b671,Espirito Santo Financial Group S.A.,11/11/1968,Luxembourg,31,,148-752-3152,reach@espiritosantofinancialgroupsa.org
1765df01-ae1f-483d-997e-0c4645242c80,B & H Ocean Carriers Ltd.,2/20/1977,Liberia,23,,335-047-3842,sales@bhoceancarriersltd.org
17060fe2-650a-4c73-8041-1fbde19c0e23,Embraer-Empresa Brasileira de Aeronautica S.A.,7/20/1983,Brazil,8,,126-762-2395,info@embraerempresabrasileiradeaeronauticasa.org
6445b2c0-cd2a-4b7c-805d-b1ba7bda2b25,ACS-Tech 80 Ltd.,9/22/1980,Israel,37,,170-148-2059,hr@acstech80ltd.org
cdbd380c-d1bb-4c13-bd49-c48844cd9979,Super-Sol Ltd.,8/29/1992,Israel,26,,490-288-3726,info@supersolltd.org
5292bae6-c0d2-4438-9fcb-9c17902ffbfd,Northern Rock plc,9/12/1970,United Kingdom,5,,975-336-8855,reach@northernrockplc.org
06d50463-1641-495a-aa68-b05033a97082,Asia Pulp & Paper Co. Ltd.,4/16/1973,Singapore,31,,359-638-3879,headquarters@asiapulppapercoltd.org
e48f4632-6ded-42b9-911f-63c024f30ee2,James Hardie Industries N.V.,10/12/1966,Netherlands,18,,307-166-6420,hr@jameshardieindustriesnv.org
5775fad9-fec3-45cb-b184-2bb39f092563,GrandeTel Technologies Inc.,2/17/1976,Canada,18,,888-729-2715,contact@grandeteltechnologiesinc.org
215d6bbd-ef1d-4d19-8c5f-0b78921df7fd,Check Point Software Technologies Ltd.,9/15/1964,Israel,18,,674-052-8233,reach@checkpointsoftwaretechnologiesltd.org
87562c3d-3a86-452d-89ae-0e4472bc9f90,Aramex International Ltd.,12/19/1996,Bermuda,13,,121-724-3028,hr@aramexinternationalltd.org
b2219b0e-a525-4f22-b9ff-f780c01b6d00,Rhodia,4/15/1980,France,48,,583-692-6929,info@rhodia.org
0b73e9cd-188f-49e2-8061-920fff133bca,Anthony Clark International Insurance Brokers Inc.,8/12/1964,Canada,26,,730-756-2547,headquarters@anthonyclarkinternationalinsurancebrokersinc.org
98921afd-fa92-4ec5-b892-8f217e9def36,TPN Holdings plc,7/23/1984,United Kingdom,12,,496-466-4010,info@tpnholdingsplc.org
eab99d88-c3f2-4185-9350-d53cc35ae895,Sparkling Spring Water Group Ltd.,8/4/1983,Canada,17,,633-555-2545,reach@sparklingspringwatergroupltd.org
c6eb4744-5316-41a2-8206-249b31fa6f77,Benguet,7/8/1981,Philippines,43,,803-271-0888,info@benguet.org
2cb17e1a-b9e3-42ac-9f3f-80e75264ec4a,NCE Petrofund Ltd.,9/27/1996,Canada,49,,396-514-0740,hr@ncepetrofundltd.org
f9307017-4c10-41ab-8486-051356734dda,BHP Billiton Ltd.,9/9/1994,Australia,50,,346-119-6233,enquiries@bhpbillitonltd.org
1e72add3-0818-4e07-92f4-96b5c4557400,Research in Motion Ltd.,6/15/1962,Canada,40,,850-158-6216,reach@researchinmotionltd.org
8f43cefa-3333-4c7a-8fa8-917418f70922,Cumberland Resources Ltd.,11/30/1975,Canada,16,,775-389-0153,hr@cumberlandresourcesltd.org
c382d01d-e118-49d6-a945-1d6ad14913f6,"LinuxWizardry Systems, Inc.",11/17/1986,Canada,21,,375-435-9818,reach@linuxwizardrysystemsinc.org
db2c9dc1-3cda-4657-9a84-9eec4e251fae,Durban Roodepoort Deep Ltd.,11/6/1983,South Africa,36,,448-013-8647,info@durbanroodepoortdeepltd.org
ad9b92d0-57e4-46ea-aca7-42f4a9d1d23d,Grupo Tribasa S.A. de C.V.,4/9/1992,Mexico,33,,622-793-7315,info@grupotribasasadecv.org
8235535e-0873-43ef-91ca-879383cf8377,Mirtronics Inc.,1/29/1973,Canada,31,,556-124-9965,hr@mirtronicsinc.org
7f7d3df2-9d48-4100-a649-12eb44e4d65f,"TFM, S.A. de C.V.",12/24/1989,Mexico,13,,201-433-9901,marketing@tfmsadecv.org
72ef23f0-d192-451c-9477-1f4e24bf848d,Pechiney,7/28/1972,France,36,,995-474-9277,reach@pechiney.org
167a757d-9404-475c-b23a-2eab922e98fa,Sun Life Financial Services of Canada,10/13/1975,Canada,46,,351-485-2975,info@sunlifefinancialservicesofcanada.org
f186e5dc-e8aa-43c0-b597-e3650a7bc658,Bouygues Offshore S.A.,12/28/1963,France,26,,519-630-7515,reach@bouyguesoffshoresa.org
5dd447c7-71dc-4ff6-81b6-ba7701cfd901,China Southern Airlines Corp. Ltd.,4/15/1996,China,50,,929-745-2122,sales@chinasouthernairlinescorpltd.org
d7f8a4cc-c09a-4cc8-bdc6-942f11793e87,"Kingsway Financial Services, Inc.",5/28/1991,Canada,22,,912-586-2598,marketing@kingswayfinancialservicesinc.org
ae8a5ae9-0f3f-4ebc-b585-0e783a1d43c1,Dectron Internationale Inc.,8/21/1978,Canada,9,,573-526-9130,headquarters@dectroninternationaleinc.org
e4ca8ae2-f288-450c-9cac-381293ad3fcb,Converium Holding AG,2/7/1984,Switzerland,18,,234-829-3629,info@converiumholdingag.org
c5bca43a-6b71-4e5f-8861-7d4ddf5d547e,Canada Life Financial Corp.,12/7/1995,Canada,20,,658-667-6356,headquarters@canadalifefinancialcorp.org
d74c6167-59ce-4669-9934-6b7717648c6d,Vitro S.A.,1/22/1961,Mexico,14,,527-147-8519,info@vitrosa.org
378cb9da-fc85-416f-93ce-e556ba3015e8,P.T. Indah Kiat Pulp & Paper Corp Tbk,11/9/1993,Indonesia,32,,603-394-4250,reach@ptindahkiatpulppapercorptbk.org
070716df-327c-471b-bb55-9bb99e74a873,ASML Holding N.V.,4/3/1986,Netherlands,18,,275-169-1553,sales@asmlholdingnv.org
80c553d3-3d56-42c7-9bfa-6a9145612945,AdvantExcel.com Communications Corp.,2/23/1965,Canada,28,,205-510-4597,sales@advantexcelcomcommunicationscorp.org
30159414-1c8a-45e7-b268-69a604067938,AEGON N.V.,2/28/1975,Netherlands,16,,190-078-3432,marketing@aegonnv.org
4ed91aa2-1dc7-4688-8a02-d21c75bd3205,Telenor ASA,6/19/1975,Norway,43,,435-018-2648,headquarters@telenorasa.org
383fdf5c-0818-4900-86d9-30c4dc8ea399,Biacore International AB,3/5/1982,Sweden,20,,660-512-1289,reach@biacoreinternationalab.org
5ad5f65a-4601-42c0-a736-c23f95881abe,China Mobile (Hong Kong) Ltd.,6/2/1992,Hong Kong,11,,836-090-8645,enquiries@chinamobilehongkongltd.org
05e16a86-383c-4775-855a-a99c807e6ab5,Boardwalk Equities Inc.,12/19/1993,Canada,28,,988-466-1496,enquiries@boardwalkequitiesinc.org
4b6b6c6b-9e6b-4ad0-9913-52eb1cb4f3b8,Diversinet Inc.,4/5/1977,Canada,38,,405-852-2128,contact@diversinetinc.org
fe190082-4e70-447e-b1dc-ac20c2ee5ab3,Canadian Imperial Bank of Commerce,6/11/1985,Canada,21,,820-696-2173,info@canadianimperialbankofcommerce.org
fba36fb9-2881-4023-8a8f-5179eacf9e92,Orient-Express Hotels Ltd.,2/21/1973,Bermuda,40,,185-050-3018,marketing@orientexpresshotelsltd.org
df98f86a-e21a-4c11-bb75-716aea0217fa,Aluminum Corp of China Ltd.,12/18/1978,China,47,,814-039-1974,sales@aluminumcorpofchinaltd.org
1c2e1d51-15f0-4a9f-a0b3-4d8d9d4fe7c3,Innogy Holdings plc,12/23/1961,United Kingdom,6,,679-711-5741,hr@innogyholdingsplc.org
fcac93ea-d854-4083-a53a-1661adac53c0,NewKidCo International Inc.,4/12/1993,Canada,47,,596-843-9759,headquarters@newkidcointernationalinc.org
99f00f08-4d31-417b-9ba8-e996a5f06adc,Flag Ltd.,7/10/1972,Bermuda,27,,261-551-8064,enquiries@flagltd.org
f8ed5d69-83a7-4056-8b85-98b32a6ad9eb,Brasil Telecom S.A.,7/19/1991,Brazil,12,,279-235-8492,headquarters@brasiltelecomsa.org
4fe1fb7e-8b95-4e96-8103-4b78d5031484,Enel S.p.A.,3/23/1990,Italy,24,,478-086-7461,sales@enelspa.org
c6ece0b0-3f86-454a-9570-65438ce59410,TradeRadius Online Inc.,10/5/1971,Canada,42,,426-108-8376,marketing@traderadiusonlineinc.org
a8d12455-61f2-42c6-a435-b9a460fcde5a,UBS AG,11/29/1979,Switzerland,31,,821-744-2342,enquiries@ubsag.org
73e2d26e-80d4-49e5-9717-406a1df52698,MDS Inc.,2/16/1965,Canada,23,,577-717-1491,info@mdsinc.org
92d3d376-6a50-4cb3-a83b-9b1f10c4107b,Infovista S.A.,6/9/1962,France,29,,521-346-4762,sales@infovistasa.org
e5a61de0-7303-4f97-9bad-97a4c6659c41,Range Petroleum Corp.,3/30/1970,Canada,9,,639-621-0033,marketing@rangepetroleumcorp.org
71eaa136-85ee-42cd-8d68-260dfe8bf153,Rio Narcea Gold Mines Ltd.,5/4/1996,Canada,19,,102-278-9989,enquiries@rionarceagoldminesltd.org
763ad8bf-8cd9-40d1-b236-07a4d5c14420,Euro Disney S.C.A.,2/4/1982,France,43,,357-852-0293,hr@eurodisneysca.org
05c422cf-be07-491d-a21e-a193a080790b,Ito-Yokado Co. Ltd.,2/8/1978,Japan,27,,837-554-8801,contact@itoyokadocoltd.org
f4c98ac7-9bc2-4404-95a1-077f08022ec3,Crayfish Co. Ltd.,4/29/1995,Japan,22,,124-663-6652,headquarters@crayfishcoltd.org
e18654db-c95c-49b6-b711-c7c3ed0f1b00,Imperial Chemical Industries plc,5/16/1993,United Kingdom,35,,737-399-0531,sales@imperialchemicalindustriesplc.org
692b4752-e22c-4b43-a916-caa4b0d5cb8d,Mercury Partners & Co. Inc.,4/24/1967,Canada,34,,393-379-9968,reach@mercurypartnerscoinc.org
de1ab2b9-0ec0-48ac-8b3d-c3f8fbb7c76a,Intertape Polymer Group Inc.,10/7/1982,Canada,21,,704-390-1802,enquiries@intertapepolymergroupinc.org
87562c3d-3a86-452d-89ae-0e4472bc9f90,Aramex International Ltd.,11/20/1967,Bermuda,11,,121-724-3028,info@aramexinternationalltd.org
5bbf5137-8e16-43ae-a62e-ac11dbfd2b7e,Attunity Ltd.,4/6/1975,Israel,24,,461-782-5346,marketing@attunityltd.org
3ab89381-76fa-495b-9ad8-3e633b121847,Viryanet Ltd.,11/17/1974,Israel,26,,188-397-3966,headquarters@viryanetltd.org
5564e7b2-8d59-4c9c-b5bf-1e461c9c5b01,Star Choice Communications Inc.,7/18/1985,Canada,36,,225-498-4421,hr@starchoicecommunicationsinc.org
409b2bae-5c91-4bed-adfa-5cbd0381598c,"Imperial Ginseng Products, Ltd.",11/18/1971,Canada,5,,332-113-2182,reach@imperialginsengproductsltd.org
b04575ab-57a6-4892-a506-18c3a3833bfe,Fomento Economico Mexicano S.A. de C.V.,11/15/1992,Mexico,6,,304-380-1927,contact@fomentoeconomicomexicanosadecv.org
4fe031c9-dc81-4ea9-94bb-5e39eefb01c5,Rogers Communications Inc.,10/31/1995,Canada,20,,431-415-5883,info@rogerscommunicationsinc.org
302fae2a-3dff-4de0-998f-dfb137c3f911,National Bank of Greece S.A.,12/31/1963,Greece,31,,940-874-1095,enquiries@nationalbankofgreecesa.org
ebbe8ed5-e5d3-4284-944b-a54c0e3e1eba,Intier Automotive Inc.,10/7/1965,Canada,38,,246-028-4931,reach@intierautomotiveinc.org
edbab26f-9f63-4151-b894-61ee3b8934a4,Cookson Group plc,1/6/1972,United Kingdom,39,,515-101-3129,hr@cooksongroupplc.org
2eaf5c6c-9d7b-4df1-8a45-841204012343,London Electricity Group plc,5/3/1983,United Kingdom,45,,774-112-1790,sales@londonelectricitygroupplc.org
1a8dc52d-ed01-40b1-aba7-11079f4714ae,HMV Media Group plc,2/5/1992,United Kingdom,27,,145-062-4046,hr@hmvmediagroupplc.org
f5e3a6be-311e-49ba-a24a-6255ba84c3ca,Tower Semiconductor Ltd.,9/27/1982,Israel,20,,362-475-8907,hr@towersemiconductorltd.org
798213a2-efcb-416e-8724-80af9c7e417b,Zarlink Semiconductor Inc.,10/15/1967,Canada,42,,347-307-3874,sales@zarlinksemiconductorinc.org
55af756b-5a62-474c-9d03-41c9fec7a8f8,FirstService Corp.,10/14/1963,Canada,16,,548-446-0930,contact@firstservicecorp.org
4470cb83-bcb8-4f71-a39a-d794bcc6573a,STMicroelectronics N.V.,12/19/1966,Netherlands,8,,868-299-3181,contact@stmicroelectronicsnv.org
9905b33e-abfe-471f-9ab7-5f764b86bf1a,"Angiotech Pharmaceuticals, Inc.",4/25/1963,Canada,21,,266-309-3450,marketing@angiotechpharmaceuticalsinc.org
a64d9192-ee86-431b-9170-c3c6734452c3,Waterford Wedgwood UK plc,8/29/1961,United Kingdom,50,,202-655-1696,marketing@waterfordwedgwoodukplc.org
a3f429ea-eb9a-41c3-a0ab-e8b71a20b11c,Syngenta AG,1/26/1965,Switzerland,10,,788-628-6968,marketing@syngentaag.org
46e7ad57-86ed-417a-9c16-8a3920d301bc,Beijing Yanhua Petrochemical Co. Ltd.,10/10/1990,China,40,,916-218-8585,hr@beijingyanhuapetrochemicalcoltd.org
808e98b0-f4d8-4cb5-919b-a9a5689b9d65,Advantest Corp.,2/3/1980,Japan,6,,694-138-6605,sales@advantestcorp.org
9506d11f-6bb3-4761-8b58-2f9b4f4ea7ed,E.ON AG,7/28/1992,Germany,7,,840-655-3492,reach@eonag.org
b5a4dc4f-ae3d-4c1d-8ff5-c78942f10ed0,Gee-Ten Ventures Inc.,10/25/1960,Canada,22,,578-481-3813,sales@geetenventuresinc.org
af5fb8ce-59a3-4c86-85b9-5c9df87278cd,North American Palladium Ltd.,4/3/1970,Canada,31,,108-346-7289,headquarters@northamericanpalladiumltd.org
d42dbbdf-9ce9-4c6f-9797-7961d71b0289,Allianz Aktiengesellschaft,5/14/1966,Germany,9,,167-827-9978,info@allianzaktiengesellschaft.org
f4e7c23c-039c-4b38-96a4-35e70f3c9935,National Grid Group plc,10/21/1994,United Kingdom,9,,765-804-8387,sales@nationalgridgroupplc.org
95195e98-036c-4bc4-8cf8-59849cc21873,QSC AG,12/20/1987,Germany,17,,900-523-1602,info@qscag.org
6f365121-d406-4fea-b838-192c67618aeb,Novo-Nordisk A/S,6/1/1991,Denmark,37,,619-304-9418,info@novonordiskas.org
02d94bf1-eea7-42be-a290-5f7e06281f80,Derek Resources Corp.,2/20/1995,Canada,8,,457-359-4358,enquiries@derekresourcescorp.org
5438d73a-e72e-431c-85ec-27b180964b49,Amatek Industries Pty Ltd.,7/28/1989,Australia,20,,165-824-5317,sales@amatekindustriesptyltd.org
92b0a94a-0c6b-457b-9472-15d69e85dcc0,Pacific Dunlop Ltd.,2/18/1990,Australia,39,,640-096-9693,sales@pacificdunlopltd.org
3a8c2350-9089-49f1-86f8-59992c665ab8,Alfa Laval Special Finance AB,1/27/1996,Sweden,10,,769-110-2707,hr@alfalavalspecialfinanceab.org
73e2d26e-80d4-49e5-9717-406a1df52698,MDS Inc.,5/26/1971,Canada,40,,577-717-1491,reach@mdsinc.org
4863b6f6-2c9e-479f-8a06-a2696b7e6cb0,Nidec Corp.,6/2/1993,Japan,36,,572-789-7873,reach@nideccorp.org
2679fffa-f89c-4f97-adaf-95fc4c5f314e,National Westminster plc,3/2/1994,United Kingdom,10,,794-309-7199,reach@nationalwestminsterplc.org
1a8c340a-c2f4-457d-ac91-4ceb63ba34f8,"Advanced Semiconductor Engineering, Inc.",11/13/1968,Taiwan,34,,990-090-2059,headquarters@advancedsemiconductorengineeringinc.org
cbfc0bfd-28ee-4a3b-94da-cc78fe10c574,Getgo Mail.com Ltd.,11/28/1965,British Virgin Islands,16,,470-776-1189,info@getgomailcomltd.org
c78f5126-c131-4964-96fe-b2e9c60968cb,Siliconware Precision Industries Co. Ltd.,3/2/1996,Taiwan,38,,789-442-8460,reach@siliconwareprecisionindustriescoltd.org
4005b9f0-05e4-4f70-9bf5-35280cbc0faf,PrimaCom AG,2/17/1973,Germany,39,,702-673-5347,headquarters@primacomag.org
d25fb05d-28f2-4791-819d-ede5d299421e,Ciba Speciality Chemicals Holding Inc.,9/10/1969,Switzerland,6,,428-238-6540,contact@cibaspecialitychemicalsholdinginc.org
